#CODE;ENGLISH;x;;;;;;;;;;;;;
EVTDESCnightswatch.70;Вы лично возглавляете отряд, который отправился за стену в поисках одичалых, совершавших набеги на земли южнее стены. После нескольких недель слежки, вы наконец нашли их и бросились в атаку. Один за другим, бесчисленные враги пали от вашего меча, но один из одичалых явно не желает мириться с суровой судьбой. Вы обмениваетесь ударами, и вы понимаете, что на самом деле ваш противник - женщина. Битва скоро кончается и одичалая взята в плен. Вы замечаете, что пленница обладает неестественной красотой и буйным нравом.\n\nПозже вы приходите в шатер, где содержат пленницу, где вам нужно решить ее судьбу. Одичалая явно очень смела, хитра, сильна и отлично владеет оружием. Взаимное притяжение очевидно, и вскоре вы освобождаете ее от пут, и хотите провести с ней на ночь, но закон говорит, что она должна быть казнена...;x;;;;;;;;;;;;;
EVTOPTAnightswatch.70;Нет, она будет в безопасности на Стене;x;;;;;;;;;;;;;
EVTOPTBnightswatch.70;Я не могу убить ее, освободить ее;x;;;;;;;;;;;;;
EVTOPTCnightswatch.70;Она должна быть убита, казнь будет быстрой;x;;;;;;;;;;;;;
TOOLTIPnightswatch.75;Вы приказываете казнить одичалую;x;;;;;;;;;;;;;
EVTDESCnightswatch.71;Несколько месяцев одичалая живет на Стене, согревая вашу постель. Благодаря своей харизматичности и привлекательности, она снискала симпатию среди черных братьев, которые называют ее 'Королевой одичалых'. Но многие очень недовольны ее присутствию, хоть и не смеют прикоснуться к ней. Теперь она настаивает на том, что мы вступили в брак, и что законы Дозора не распространяются на меня.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.71;Я не могу отказать ей;x;;;;;;;;;;;;;
opinion_spear_wifes_men;Одичалая - Королева Мужей;x;;;;;;;;;;;;;
EVTOPTBnightswatch.71;Нет, я дал обет, пусть убирается прочь!;x;;;;;;;;;;;;;
EVTDESCnightswatch.72;Я - Королева Одичалых!;x;;;;;;;;;;;;;
EVTOPTAnightswatch.72;Стена дрожит предо мной!;x;;;;;;;;;;;;;
EVTDESCnightswatch.73;Кажется, ваше решение быть милостивым и отпустить вашу одичалую любовницу, было неразумным. В последние месяцы она использовала свой ум и обаяние, чтобы получить симатию одичалых. Она покорила большинство кланов, и теперь они относятся к ней, как к 'Королеве Одичалых'.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.73;Она не будет трогать Стену;x;;;;;;;;;;;;;
EVTDESCnightswatch.74;[Root.Spouse.GetFirstName] знает, как используя свой ум, красоту и мастерство любовных утех покорить вас своей воле. Она и ее сторонники уверяют, что вы выше мелких законов старины, и вы хотите короновать себя Королем Ночи, Повелителем Стены и всех земель за ее пределами. Она знает свое дело...;x;;;;;;;;;;;;;
EVTOPTAnightswatch.74;Я убеждён, я буду Королем!;x;;;;;;;;;;;;;
EVTOPTBnightswatch.74;Это зашло слишком далеко женщина, оставь мои покои;x;;;;;;;;;;;;;
EVTDESCnightswatch.76;Вы отдали приказ одному из ваших подчиненных казнить захваченную в плен одичалую, но кажется, что он не смог исполнить свой долг. Он дезертировал и сбежал с ней. Она, несомненно, использовала свою красоту и очарование, чтобы соблазнить его и убедить его нарушить свои обеты.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.76;Он понесесет серьезное наказание, когда мы найдем его;x;;;;;;;;;;;;;
EVTDESCnightswatch.77;Мой бывший любовник-ворон будет Королем за Стеной, а я его Королевой!;x;;;;;;;;;;;;;
EVTDESCnightswatch.78;Спустя несколько месяцев после дезертирства, [From.Spouse.GetFirstName] [From.Spouse.GetOnlyDynastyName] смог заслужить высокое место среди одичалых. Он смог объеденить под своим началом кланы, которые теперь называют его Королем за Стеной. А бежавшая с ним Одичалая теперь его Королева, такой быстрый приход к власти среди диких жителей Застенья выходит за рамки обычного.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.78;Он пожалеет о своем преступлении;x;;;;;;;;;;;;;
EVTDESCnightswatch.79;[From.GetFirstNameWithDynasty] явно сошел с ума. Со Стены пришла весть, что он возложил на себя Венец Ночи и объявил себя королем Стены и всех земель за ней своими личными вледениями. Говорят, что он был соблазнен женщиной из одичалых, и это привело к настоящим событиям.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.79;Он должен быть свергнут, а Дозор восстановлен!;x;;;;;;;;;;;;;
NW_DESERTER;[Root.GetFirstNameWithDynasty] вне закона!;x;;;;;;;;;;;;;
EVTTITLEnightswatch.80;Королева Ночи;x;;;;;;;;;;;;;
EVTDESCnightswatch.80;Спустя  время после того как вы объявили себя Королем Ночи, проснувшись ночью вы чувствуете такой холод, что можете видеть ваше собственное дыхание.\nОглянувшись вокруг вы видите вашу жену, стоящую над вами, с кожей белой, как луна и глазами голубыми как звезды, и вы понимаете, что женщина в которую вы влюбились... не одичалая! \n\nОна одна из Иных ...\nОна кортролирует ваши мысли и действия...\nОна теперь Королева Ночного Дозора...;x;;;;;;;;;;;;;
EVTOPTAnightswatch.80;И я - её Король...;x;;;;;;;;;;;;;
EVTDESCnightswatch.90;Группа молодых рекрутов только что закончила обучение и приняла свои обеты. Кажется один из них имеет большой потенциал. Довольно скромный на общем фоне, но тот час серьезный и трудолюбивый, а также достаточно смелый. Возможно, он будет хорошим личным стюардом?;x;;;;;;;;;;;;;
EVTOPTAnightswatch.90;Да, я возьму его под свое крыло;x;;;;;;;;;;;;;
TOOLTIPnightswatch.90;Вы выбрали себе стюарда\n;x;;;;;;;;;;;;;
EVTOPTBnightswatch.90;Нет, мой стрюрд еще даже не родился;x;;;;;;;;;;;;;
EVTDESCnightswatch.91;Группа взрослых мужей благородного происхождения пришла в ваши покои. Они недовольны тем, что вы выбрали своим стюардом простого крестьянина, имеющего сомнительное прошлое. Они настаивают на том, эта должность должна быть предназначена для дворян.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.91;Хорошо я найду более достойного кандидата;x;;;;;;;;;;;;;
EVTOPTBnightswatch.91;Здесь я командую, и сам знаю кого мне брать в стюарды;x;;;;;;;;;;;;;
opinion_common_personal_steward;Простой Личный стюард;x;;;;;;;;;;;;;
d_nightswatch_dummy;Ночной Дозор;x;;;;;;;;;;;;;
EVTDESCnightswatch.2900;Когда Лорд-Коммандующий умирает, любой брат Ночного Дозора имеет право выдвинуть свою кандидатуру или может быть выдвинутым своими братьями на эту должность. Все братья Ночного Дозора имеют право голоса, и если ни один из кандидатов не получает две трети голосов,выборы повторяются на следующий день, без установленного срока. Кто из выдвинутых кандидатов получит вашу поддержку?;x;;;;;;;;;;;;;
EVTOPTAnightswatch.2900;Я выдвигаю свою кандидатуру;x;;;;;;;;;;;;;
TOOLTIPnightswatch.2900;Вы выбираете [This.GetTitledFirstNameWithDynastyNoRegnal] на выборах Лорда-Коммандующего\n;x;;;;;;;;;;;;;
EVTOPTBnightswatch.2900;Я выбираю [NW_candidate_1.GetTitledFirstNameNoRegnal] [NW_candidate_1.GetOnlyDynastyName];x;;;;;;;;;;;;;
EVTOPTCnightswatch.2900;Я выбираю [NW_candidate_2.GetTitledFirstNameNoRegnal] [NW_candidate_2.GetOnlyDynastyName];x;;;;;;;;;;;;;
EVTOPTDnightswatch.2900;Я выбираю [NW_candidate_3.GetTitledFirstNameNoRegnal] [NW_candidate_3.GetOnlyDynastyName];x;;;;;;;;;;;;;
EVTOPTEnightswatch.2900;Я выбираю [NW_candidate_4.GetTitledFirstNameNoRegnal] [NW_candidate_4.GetOnlyDynastyName];x;;;;;;;;;;;;;
EVTDESCnightswatch.29;Мне удалось получить необходимые две трети голосов братьев Ночного Дозора, тем самым став новым Лордом-Командующим Ночного Дозора!;x;;;;;;;;;;;;;
EVTOPTAnightswatch.29;Я клянусь отстаивать предоставленную мне честь;x;;;;;;;;;;;;;
EVTDESCnightswatch.92;Один из новыприбывших рекрутов доставляет немало проблем. Насильник и убийца, забранный из темницы лорда, он угрожет и запугивает других новобранцев. Сегодня вечером, он заступает в дозор, один.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.92;Стена плачет. Я сделаю, так чтобы это все выглядело, как несчастный случай.;x;;;;;;;;;;;;;
EVTOPTBnightswatch.92;Я поговорю с ним, думаю я смогу вернуть его на правильный путь.;x;;;;;;;;;;;;;
EVTOPTCnightswatch.92;Отправить его на несколько опасных вылазок. Он научиться уважать командиров.;x;;;;;;;;;;;;;
TOOLTIPnightswatch.93;[This.GetFirstName] упал со Стены... случайно\n;x;;;;;;;;;;;;;
TOOLTIPnightswatch.94;[This.GetFirstName] погибает, но ваше участие в инциденте становится известно\n;x;;;;;;;;;;;;;
TOOLTIPnightswatch.95;[This.GetFirstName] соглашается с вашими доводами и исправляется\n;x;;;;;;;;;;;;;
TOOLTIPnightswatch.96;[This.GetFirstName] отвергает ваши попытки достучаться до него\n;x;;;;;;;;;;;;;
EVTDESCnightswatch.93;Опасный новобранец более не причинит проблем, он упал со стены, совершенно 'случайно';x;;;;;;;;;;;;;
EVTOPTAnightswatch.93;Хорошо, он более не принесет проблем;x;;;;;;;;;;;;;
EVTDESCnightswatch.94;Несмотря на то, что вам удалось тихо избавиться  от опасного новобранца в результате его 'случайного' падения со стены, ваше личное участие, а также ваших верных людей, было расскрыто неизвестным. Братья Дозора растроены убийством, пусть даже в прошлом и убийцы.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.94;Они должны благодарить меня!;x;;;;;;;;;;;;;
EVTDESCnightswatch.95;Вы вызываете новобранца в свои покои и доказываете ему необходимость соблюдать свой долг, просите его оставить свои насильственные способы жизни в прошлом. Кажется, он поддался влияниию ваших слов, и клянется измениться. Вы не можете быть уверены, что он полностью изменился, но по крайней мере он теперь не доставляет проблем.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.95;Лучше будет понаблюдать за ним еще некоторое время;x;;;;;;;;;;;;;
EVTDESCnightswatch.96;Вы вызываете новобранца в свои покои и доказываете ему необходимость соблюдать свой долг, просите его оставить свои насильственные способы жизни в прошлом. Но несмотря на все ваши доводы и угрозы, он явно не собирается изменять себе.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.96;Из-за него могут быть проблемы;x;;;;;;;;;;;;;
EVTDESCnightswatch.97;Дезертировавший брат Ночного Дозора, вернулся назад, прося прощения. Три дня прошло с тех пор ка он исчез. Пощадив его, можно оказать влияние на мораль других братьев.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.97;Он осознал свою ошибку. Пусть дальше служит Дозору.;x;;;;;;;;;;;;;
EVTOPTBnightswatch.97;Оставить его в живых, но убедиться, что он понесет наказание в пример другим.;x;;;;;;;;;;;;;
EVTOPTCnightswatch.97;Он лишится головы. Таков закон!;x;;;;;;;;;;;;;
EVTDESCnightswatch.98;Отправленный на разведку брат уже как 3 дня назад должен был вернуться назад. Многие братья обеспокоены его судьбой. Он был хорошим человеком и другом. Многие считают, что стоит отправиться на его поиски.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.98;Я лично возглавлю поисковый отряд;x;;;;;;;;;;;;;
EVTOPTBnightswatch.98;Я отправлю Первого Разведчика;x;;;;;;;;;;;;;
EVTOPTCnightswatch.98;Я уверен, что с ним все в порядке, подождем еще немного;x;;;;;;;;;;;;;
TOOLTIPnightswatch.980;Спасение удалось;x;;;;;;;;;;;;;
TOOLTIPnightswatch.99;Спасение провалилось;x;;;;;;;;;;;;;
EVTDESCnightswatch.980;Вы лично возглавили поисковый отряд и вам сопутствовала удача. Вы нашли пропавшего в плену у отряда Одичалых. Загнав врага в ловушку вам удалось уничтожить врага, и удачно вернуться назад;x;;;;;;;;;;;;;
EVTOPTAnightswatch.980;Отлично;x;;;;;;;;;;;;;
EVTDESCnightswatch.99;Вы лично возглавили поисковый отряд. Ваш брат был обнаружен в плену у одичалых. Все попытки догнать или заманить отряд Одичалых в ловушку не удались. Им удалось скрыться вместе с пленником.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.99;Его дозор окончен;x;;;;;;;;;;;;;
EVTDESCnightswatch.100;[From.GetFirstNameWithDynasty] лично возглавил поисковый отряд. Ему удалось выследить захвативших брата Ночного Дозора в плен одичалых и освободить его.;x;;;;;;;;;;;;;
EVTDESCnightswatch.101;[From.GetFirstNameWithDynasty] лично возглавил поисковый отряд. Ему даже удалось выследить захвативших брата Ночного Дозора в плен одичалых, но все попытки догнать или загнать их в ловушку провалились.;x;;;;;;;;;;;;;
NW_neglected_ranger;Забудьте о Разведчике;x;;;;;;;;;;;;;
EVTDESCnightswatch.2099;[Root.PrimaryTitle.GetFOA], кажется [From.GetFirstNameWithDynasty] до сих пор имеет влиятельных друзей, по дороге на стену [From.GetSheHe] был перехвачен и освобожден!;x;;;;;;;;;;;;;
EVTOPTAnightswatch.2099;Впредь я не совершу подобной ошибки разрешая [From.GetHerHim] уйти;x;;;;;;;;;;;;;
NW_duke;Лорд-Командующий;x;;;;;;;;;;;;;
NW_count;Командующий;x;;;;;;;;;;;;;
NW_baron;Командующий;x;;;;;;;;;;;;;
NW_duke_foa;Милорд;x;;;;;;;;;;;;;
NW_count_foa;Милорд;x;;;;;;;;;;;;;
NW_baron_foa;Милорд;x;;;;;;;;;;;;;
NW_duke_female;Леди-Командующая;x;;;;;;;;;;;;;
NW_count_female;Командующая;x;;;;;;;;;;;;;
NW_baron_female;Командующая;x;;;;;;;;;;;;;
NW_duke_foa_female;Миледи;x;;;;;;;;;;;;;
NW_count_foa_female;Миледи;x;;;;;;;;;;;;;
NW_baron_foa_female;Миледи;x;;;;;;;;;;;;;
NW_county;Командующий;x;;;;;;;;;;;;;
NW_county_of;Командующий;x;;;;;;;;;;;;;
NW_job_castellan;Лорд-стюард;x;;;;;;;;;;;;;
NW_job_marshal;Первый разведчик;x;;;;;;;;;;;;;
NW_job_treasurer;Первый строитель;x;;;;;;;;;;;;;
NW_job_chancellor;Вербовщик;x;;;;;;;;;;;;;
NW_king_job_castellan;Лорд-стюард;x;;;;;;;;;;;;;
NW_king_job_marshal;Первый разведчик;x;;;;;;;;;;;;;
NW_king_job_treasurer;Первый строитель;x;;;;;;;;;;;;;
NW_king_job_chancellor;Вербовщик;x;;;;;;;;;;;;;
NW_duke_job_castellan;Лорд-стюард;x;;;;;;;;;;;;;
NW_duke_job_marshal;Первый разведчик;x;;;;;;;;;;;;;
NW_duke_job_treasurer;Первый строитель;x;;;;;;;;;;;;;
NW_duke_job_chancellor;Вербовщик;x;;;;;;;;;;;;;
NW_count_job_castellan;Стюард;x;;;;;;;;;;;;;
NW_count_job_marshal;Разведчик;x;;;;;;;;;;;;;
NW_count_job_treasurer;Строитель;x;;;;;;;;;;;;;
NW_count_job_chancellor;Вербовщик;x;;;;;;;;;;;;;
NW_job_castellan_female;Лорд-стюард;x;;;;;;;;;;;;;
NW_job_marshal_female;Первый разведчик;x;;;;;;;;;;;;;
NW_job_treasurer_female;Первый строитель;x;;;;;;;;;;;;;
NW_job_chancellor_female;Вербовщик;x;;;;;;;;;;;;;
NW_king_job_castellan_female;Лорд-стюард;x;;;;;;;;;;;;;
NW_king_job_marshal_female;Первый разведчик;x;;;;;;;;;;;;;
NW_king_job_treasurer_female;Первый строитель;x;;;;;;;;;;;;;
NW_king_job_chancellor_female;Вербовщик;x;;;;;;;;;;;;;
NW_duke_job_castellan_female;Лорд-стюард;x;;;;;;;;;;;;;
NW_duke_job_marshal_female;Первый разведчик;x;;;;;;;;;;;;;
NW_duke_job_treasurer_female;Первый строитель;x;;;;;;;;;;;;;
NW_duke_job_chancellor_female;Вербовщик;x;;;;;;;;;;;;;
NW_count_job_castellan_female;Стюард;x;;;;;;;;;;;;;
NW_count_job_marshal_female;Разведчик;x;;;;;;;;;;;;;
NW_count_job_treasurer_female;Строитель;x;;;;;;;;;;;;;
NW_count_job_chancellor_female;Вербовщик;x;;;;;;;;;;;;;
EVTDESCnightswatch.102;Вы сочли, что [From.GetFirstNameWithDynasty] не подходят для службы на Стене, и что [From.GetSheHe] должен быть изгнан за Стену. [From.GetSheHeCap] изгнал его из замка [Root.Capital.Capital.GetName], отправив на произвол судьбы;x;;;;;;;;;;;;;
EVTOPTAnightswatch.102;[From.GetSheHeCap] заслужил это;x;;;;;;;;;;;;;
EVTDESCnightswatch.103;Говорят, что я нарушил клятву черного брата, что я дезертир. Я знаю, что я прав, но вскоре после моего приезда в [Root.Liege.Capital.GetName], меня арестовали и посадили в темницу.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.103;Неужели [Root.Liege.GetTitledFirstNameNoRegnal] поймет?;x;;;;;;;;;;;;;
TOOLTIPnightswatch.104;[This.GetTitledFirstNameNoRegnal] решит вашу судьбу...;x;;;;;;;;;;;;;
EVTDESCnightswatch.104;Известно, что дезертир Ночного Дозора находится в городе [Root.Capital.GetName]. [From.GetFirstNameWithDynasty] явно виноват в нарушении своих обетов и ожидает справедливого наказания ...;x;;;;;;;;;;;;;
EVTOPTAnightswatch.104;Наказанием будет смерть;x;;;;;;;;;;;;;
TOOLTIPnightswatch.105;[From.GetFirstNameWithDynasty] казнен;x;;;;;;;;;;;;;
EVTOPTBnightswatch.104;Я уверен, [From.GetSheHe] имел веские причины;x;;;;;;;;;;;;;
EVTDESCnightswatch.105;Вы умоляли о снисхождении, но безрезультатно. [From.GetTitledFirstNameNoRegnal] распоряди[From.GetLasLsya] немедленно привести приговор в исполнение, за дизертирство и нарушение присяги.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.105;[From.PrimaryTitle.GetFOA]! Пожалуйста, нет!;x;;;;;;;;;;;;;
EVTDESCnightswatch.106;Вы умоляли о снисхождении, и [From.GetTitledFirstNameNoRegnal] явно сочувствовал[From.GetEndA] вам. [From.GetSheHeCap] распоряди[From.GetLasLsya] немедленно освободить вас, и прощает нарушения обетов.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.106;Благодарю вас, [From.PrimaryTitle.GetFOA];x;;;;;;;;;;;;;
EVTDESCnightswatch.111;Стена давно пала, орден Ночного Дозора остается в изгнании до сих пор. Теперь последний Лорд-Командующий умер, не подготовив замены, чтобы вести этих изгнанников, и Дозор постепенно исчез.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.111;Возможно, однажды он будет восстановлен на Стене;x;;;;;;;;;;;;;
EVTDESCnightswatch.112;Спасибо Вам, Ночной Дозор был восстановлен на своем законном месте на Стене.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.112;Я надеюсь, что они будут вечно благодарны;x;;;;;;;;;;;;;
EVTOPTAnightswatch.112;Я выбираю этого человека Лордом-Командующим;x;;;;;;;;;;;;;
TOOLTIPPLAYERESTOREDNW;Ночной Дозор восстановлен. [This.GetTitledFirstNameNoRegnal] должен в течение 10 дней выбрать Лорда-Командующего.\n;x;;;;;;;;;;;;;
NW_assign_ranger;Назначить разведчиком;x;;;;;;;;;;;;;
NW_assign_steward;Назначить стюардом;x;;;;;;;;;;;;;
NW_assign_builder;Назначить стоителем;x;;;;;;;;;;;;;
NW_assign_ranger_desc;Назначить разведчиком;x;;;;;;;;;;;;;
NW_assign_steward_desc;Назначить стюардом;x;;;;;;;;;;;;;
NW_assign_builder_desc;Назначить стоителем;x;;;;;;;;;;;;;
NW_REVOLT;Восстание Ночного Дозора;x;;;;;;;;;;;;;
send_son_to_wall_stark;Отправить [Root.GetAgedPersonMACC] по имени [Root.GetTitledFirstName] на Стену;x;;;;;;;;;;;;;
send_son_to_wall_stark_desc;Отправить [Root.GetAgedPersonMACC] по имени [Root.GetTitledFirstName] на Стену, соблюдая продолжительную и гордую традицию для сыновей, братьев и бастардов Дома Старков.;x;;;;;;;;;;;;;
send_son_to_wall;Отправить [Root.GetAgedPersonMACC] по имени [Root.GetTitledFirstName] на Стену;x;;;;;;;;;;;;;
send_son_to_wall_desc;Отправить [Root.GetAgedPersonMACC] по имени [Root.GetTitledFirstName] на Стену, чтобы служить в Ночном Дозоре. [Root.GetSheHeCap] может быть недоволен этим.;x;;;;;;;;;;;;;
opinion_sent_me_to_nightswatch;Отправил[_] меня в Ночной Дозор;x;;;;;;;;;;;;;
EVTDESCnightswatch.120;Дар - это земля, предоставленная Ночному Дозору в вечное пользование, чтобы поддерживать и сохранять свою деятельность. Это двадцать пять лиг земли к югу от Стены, но, возможно, им должна быть предоставлена новая территория для дальнейшей поддержки их дела?;x;;;;;;;;;;;;;
EVTOPTAnightswatch.120;Да, я продлю их еще на двадцать пять лиг;x;;;;;;;;;;;;;
EVTOPTBnightswatch.112;Они будут пренебрегать им, поскольку у них есть Брандонов Дар;x;;;;;;;;;;;;;
EVTDESCnightswatch.121;[Root.GetTitledFirstName], в знак большого уважения, которое испытываю, я  расширяю территорию Ночного Дозора. Дар будет продлен еще на двадцать пять лиг на юг, так что Дозор могут еще лучше готовить поставки и укомплектовывать людей.\n\nПодпись,\n [From.GetTitledFirstNameNoRegnal] из Дома [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] [From.GetHerHis] имени;;;;;;;;;;;;;;x
EVTOPTAnightswatch.121;Я одобряю эту инициативу;x;;;;;;;;;;;;;
EVTOPTBnightswatch.121;Это глупость, они будут пренебрегать этой землей!;x;;;;;;;;;;;;;
opinion_ignored_NW_call;Игнорирует призыв о помощи Ночного Дозора;x;;;;;;;;;;;;;
EVTOPTInightswatch.6;Мы должны искать убежище;x;;;;;;;;;;;;;
EVTOPTJnightswatch.6;Дозор был восстановлен;x;;;;;;;;;;;;;
nightswatch_elective;Выборы Ночного Дозора;;;;;;;;;;;;;x;
tooltip_NW_elector_BARON;Командующий;;;;;;;;;;;;;x;
tooltip_NW_elector_COUNT;Командующий офицер;;;;;;;;;;;;;x;
tooltip_NW_elector_FIRST_RANGER;Первый разведчик;;;;;;;;;;;;;x;
tooltip_NW_elector_FIRST_STEWARD;Первый стюард;;;;;;;;;;;;;x;
tooltip_NW_elector_RANGER;Разведчик;;;;;;;;;;;;;x;
tooltip_elector_DRAGON_RIDER;Драконий наездникr;;;;;;;;;;;;;x;
tooltip_NW_elector_PERSONAL_STEWARD;Был личным стюардом;;;;;;;;;;;;;x;
tooltip_elector_HIGHBORN;Высокородный;;;;;;;;;;;;;x;
tooltip_elector_STARK;Дом Старков;;;;;;;;;;;;;x;
tooltip_elector_JON_SNOW;?????;;;;;;;;;;;;;x;
tooltip_elector_BROKEN_VOWS;Нарушил клятвы;;;;;;;;;;;;;x;
tooltip_elector_LOWBORN;Простолюдин;;;;;;;;;;;;;x;
tooltip_elector_NW_BUILDER;Строитель;;;;;;;;;;;;;x;
tooltip_elector_WILDLING;Одичалый;;;;;;;;;;;;;x;
tooltip_elector_CROWKILLER;Убийца Ворон;;;;;;;;;;;;;x;
tooltip_elector_WILDLING_SYMPATHISER;Сочувствующий одичалым;;;;;;;;;;;;;x;
tooltip_elector_YOUNG;Слишком юный;;;;;;;;;;;;;x;
tooltip_elector_DEPRESSED;В депрессии;;;;;;;;;;;;;x;
tooltip_elector_INJURED;Получил травму;;;;;;;;;;;;;x;
tooltip_elector_INFIRM;Немощен;;;;;;;;;;;;;x;
tooltip_elector_CRIPPLED;Калека;;;;;;;;;;;;;x;
tooltip_elector_BLIND;Слепой;;;;;;;;;;;;;x;
tooltip_elector_KINSLAYER;Убийца родни;;;;;;;;;;;;;x;
tooltip_elector_DISEASE;Имеет расстройства;;;;;;;;;;;;;x;
tooltip_elector_ILL;Болен;;;;;;;;;;;;;x;
tooltip_elector_CONTENT;Удовлетворён;;;;;;;;;;;;;x;
tooltip_elector_SLOTHFUL;Ленивый;;;;;;;;;;;;;x;
tooltip_elector_CRAVEN;Трус;;;;;;;;;;;;;x;
tooltip_elector_BRAVE;Храбрый;;;;;;;;;;;;;x;
tooltip_elector_AMBITIOUS;Амбициозный;;;;;;;;;;;;;x;
tooltip_elector_DILIGENT;Усердный;;;;;;;;;;;;;x;
tooltip_elector_PRESTIGE;Престиж;;;;;;;;;;;;;x;
tooltip_elector_MARTIAL;Боевой навык;;;;;;;;;;;;;x;
tooltip_elector_STEWARDSHIP;Управленческий навык;;;;;;;;;;;;;x;
tooltip_elector_DIPLOMACY;Дипломатический навык;;;;;;;;;;;;;x;
tooltip_elector_INTRIGUE;Навык интриги;;;;;;;;;;;;;x;
EVTDESCnightswatch.125;[Root.PrimaryTitle.GetFOA], мы получили сообщения с далекого севера Вестероса о том, что Стена пала при нападении одичалых! Они атаковали Стену в огромных количествах и разбили оборону Ночного Дозора. [d_nightswatch.Holder.GetTitledFirstNameWithDynasty] увёл выживших на юг и пытается организовать контратаку.;;;;;;;;;;;;;x;
EVTOPTAnightswatch.125;Боже мой!;;;;;;;;;;;;;x;
